Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total
1999,20;167;1;2;18;4;66;1,284606606;2000;167;1;2;18;4;100;;2001;167;1;2;17;4;95;0,162731521;2002;167;1;2;18,5;4;95;0,202916896;2003;132a;1;2;2;2;0;0,012210074;2005;132a;1;2;;;;;2006;132a;1;2;;;;;2007;132a;1;2;;;;;2008;132a;1;2;;;;;2009;63i;1;1;8;3;0;0,455087453
1999,20;168;1;2;18;4;88;0,453390567;2000;168;1;2;;;;;2001;168;1;2;;;;;2002;168;1;2;;;;;2003;132c;1;2;;;;;2005;132c;1;2;2;2;0;0,012210074;2006;132c;1;2;;;;;2007;132c;1;2;;;;;2008;132c;1;2;;;;;2009;63k;1;1;;;;
1999,20;169;1;2;37;6;88;2,973156305;2000;169;1;2;36;6;66;7,842570649;2001;169;1;2;32;6;70;5,088534154;2002;169;1;2;28;5;90;1,197050459;2003;132d;1;2;;;;;2005;132d;1;2;2;2;0;0,012210074;2006;132d;1;2;;;;;2007;132d;1;2;;;;;2008;132d;1;2;;;;;2009;63l;1;1;;;;
1999,20;170;1;2;11;4;100;;2000;170;1;2;;;;;2001;170;1;2;;;;;2002;170;1;2;;;;;2003;132e;1;2;;;;;2005;132e;1;2;3;2;0;0,035181672;2006;132e;1;2;5;3;0;0,133457107;2007;132e;1;2;;;;;2008;132e;1;2;;;;;2009;63m;1;1;5;3;0;0,133457107
1999,20;171;1;2;17;4;88;0,390555651;2000;171;1;2;17;4;88;0,390555651;2001;171;1;2;13;4;85;0,242389278;2002;171;1;2;13;4;90;0,161592852;2003;132f;1;2;;;;;2005;132f;1;2;2;2;0;0,012210074;2006;132f;1;2;;;;;2007;132f;1;2;;;;;2008;132f;1;2;;;;;2009;63n;1;1;;;0;
1999,20;172;1;2;20,5;5;100;;2000;172;1;2;;;;;2001;172;1;2;;;;;2002;172;1;2;;;;;2003;132g;1;2;;;;;2005;132g;1;2;3;2;0;0,035181672;2006;132g;1;2;3;2;0;0,035181672;2007;132g;1;2;4,5;3;0;0,101371216;2008;132g;1;2;4,5;3;0;0,101371216;2009;63ñ;1;1;3;2;0;0,035181672
1999,20;173;1;2;33;6;88;2,20562982;2000;173;1;2;33;6;66;6,24928449;2001;173;1;2;27;5;85;1,632979299;2002;173;1;2;26;5;90;0,986530312;2003;132h;1;2;;;;;2005;132h;1;2;4;3;0;0,07454295;2006;132h;1;2;6;3;20;0,171828321;2007;132h;1;2;11;4;0;1,044876361;2008;132h;1;2;12,5;4;0;1,458697134;2009;63o;1;1;4,5;3;0;0,101371216
1999,20;174;1;2;15,5;4;88;0,306885927;2000;174;1;2;17;4;88;0,390555651;2001;174;1;2;12;4;40;0,786763671;2002;174;1;2;12;4;90;0,131127279;2003;132i;1;2;;;;;2005;132i;1;2;5;3;0;0,133457107;2006;132i;1;2;5;3;0;0,133457107;2007;132i;1;2;8;3;0;0,455087453;2008;132i;1;2;10;3;0;0,814760556;2009;63p;1;1;;;;
1999,20;175;1;2;35;6;88;2,571750527;2000;175;1;2;36;6;12;20,29841815;2001;175;1;2;;;;;2002;175;1;2;;;;;2003;132j;1;2;;;;;2005;132j;1;2;0,2;2;0;2,99722E-05;2006;132j;1;2;;;;;2007;132j;1;2;;;;;2008;132j;1;2;;;;;2009;63q;1;1;;;;
1999,20;176;1;2;22;5;88;0,765481041;2000;176;1;2;23;5;20;5,730989789;2001;176;1;2;18;4;100;;2002;176;1;2;18;4;100;;2003;132k;1;2;;;;;2005;132k;1;2;0,1;2;0;4,90942E-06;2006;132k;1;2;;;;;2007;132k;1;2;;;;;2008;132k;1;2;;;;;2009;63r;1;1;;;;
1999,20;177;1;2;10;3;12;0,716989289;2000;177;1;2;10,5;4;0;0,92540974;2001;177;1;2;10;3;0;0,814760556;2002;177;1;2;11;4;0;1,044876361;2003;132l;1;2;;;;;2005;132l;1;2;;;;;2006;132l;1;2;;;;;2007;132l;1;2;;;;;2008;132l;1;2;2;2;0;0,012210074;2009;63s;1;1;;;;
1999,20;178;1;2;30;5;88;1,719878298;2000;178;1;2;30;5;37;9,029361066;2001;178;1;2;30;5;60;5,732927661;2002;178;1;2;32;6;40;10,17706831;2003;132m;1;2;;;;;2005;132m;1;2;;;;;2006;132m;1;2;;;;;2007;132m;1;2;;;;;2008;132m;1;2;3,5;3;0;0,052607491;2009;64;1;1;14;4;0;1,960758782
1999,20;179;1;2;18;4;88;0,453390567;2000;179;1;2;18;4;88;0,453390567;2001;179;1;2;18;4;85;0,566738209;2002;179;1;2;;;;;2003;132ñ;1;2;;;;;2005;132ñ;1;2;;;;;2006;132ñ;1;2;;;;;2007;132ñ;1;2;;;;;2008;132ñ;1;2;4;3;0;0,07454295;2009;64d;1;1;;;;
1999,20;180;1;2;31;6;12;13,73936587;2000;180;1;2;32;6;88;2,035413661;2001;180;1;2;28;5;95;0,598525229;2002;180;1;2;30;5;80;2,86646383;2003;133a;1;2;1,5;2;0;0,005762729;2005;133a;1;2;4;3;0;0,07454295;2006;133a;1;2;8;3;0;0,455087453;2007;133a;1;2;8;3;50;0,227543726;2008;133a;1;2;13;4;0;1,615928517;2009;64e;1;1;9;3;0;0,618875008
1999,20;181;1;2;27;5;88;1,306383439;2000;181;1;2;29;5;30;9,183047065;2001;181;1;2;18;4;20;3,022603779;2002;181;1;2;21;5;80;1,12993211;2003;133b;1;2;1,5;2;0;0,005762729;2005;133b;1;2;5;3;0;0,133457107;2006;133b;1;2;5;3;0;0,133457107;2007;133b;1;2;6;3;0;0,214785401;2008;133b;1;2;7;3;0;0,321170672;2009;64f;1;1;9;3;40;0,371325005
1999,20;182;1;2;10;3;100;;2000;182;1;2;;;;;2001;182;1;2;;;;;2002;182;1;2;;;;;2003;133c;1;2;;;;;2005;133c;1;2;2;2;0;0,012210074;2006;133c;1;2;;;;;2007;133c;1;2;;;;;2008;133c;1;2;;;;;2009;64j;1;1;3;2;60;0,014072669
1999,20;183;1;2;34;6;88;2,384356638;2000;183;1;2;25;5;20;7,124319787;2001;183;1;2;15;4;100;;2002;183;1;2;;;;;2003;133d;1;2;;;;;2005;133d;1;2;2;2;0;0,012210074;2006;133d;1;2;;;;;2007;133d;1;2;;;;;2008;133d;1;2;;;;;2009;64k;1;1;6;3;0;0,214785401
1999,20;184;1;2;35;6;88;2,571750527;2000;184;1;2;33;6;25;13,78518638;2001;184;1;2;33;6;20;14,7041988;2002;184;1;2;34,5;6;30;14,44893621;2003;133f;1;2;;;;;2005;133f;1;2;3;2;0;0,035181672;2006;133f;1;2;;;;;2007;133f;1;2;;;;;2008;133f;1;2;;;;;2009;64m;1;1;;;;
1999,20;185;1;2;40;6;88;3,644079299;2000;185;1;2;42;7;40;20,69483147;2001;185;1;2;42;7;80;6,898277156;2002;185;1;2;29;5;50;6,559319332;2003;133g;1;2;;;;;2005;133g;1;2;4;3;0;0,07454295;2006;133g;1;2;4,5;3;0;0,101371216;2007;133g;1;2;5,5;3;0;0,171149886;2008;133g;1;2;5;3;0;0,133457107;2009;64n;1;1;3;2;0;0,035181672
1999,20;186;1;2;30;5;30;10,03262341;2000;186;1;2;30;5;30;10,03262341;2001;186;1;2;38;6;60;10,6249079;2002;186;1;2;;;;;2003;133h;1;2;;;;;2005;133h;1;2;3;2;0;0,035181672;2006;133h;1;2;4;3;0;0,07454295;2007;133h;1;2;6;3;0;0,214785401;2008;133h;1;2;6;3;0;0,214785401;2009;64ñ;1;1;;;;
1999,20;187;1;2;32;6;10;15,26560246;2000;187;1;2;32;6;10;15,26560246;2001;187;1;2;;;;;2002;187;1;2;;;;;2003;133i;1;2;;;;;2005;133i;1;2;3;2;0;0,035181672;2006;133i;1;2;6;3;0;0,214785401;2007;133i;1;2;6,5;3;0;0,264687759;2008;133i;1;2;5;3;0;0,133457107;2009;64o;1;1;;;;
1999,20;188;1;2;25;5;100;;2000;188;1;2;25;5;100;;2001;188;1;2;19;4;100;;2002;188;1;2;21;5;100;;2003;133j;1;2;;;;;2005;133j;1;2;4;3;0;0,07454295;2006;133j;1;2;6;3;30;0,150349781;2007;133j;1;2;8;3;40;0,273052472;2008;133j;1;2;11;4;20;0,835901089;2009;64p;1;1;4;3;0;0,07454295
1999,20;189;1;2;30;5;66;4,872988512;2000;189;1;2;32;6;40;10,17706831;2001;189;1;2;28;5;40;7,182302753;2002;189;1;2;31,5;6;40;9,767238474;2003;133k;1;2;;;;;2005;133k;1;2;;;;;2006;133k;1;2;0,5;2;0;0,000327598;2007;133k;1;2;1,5;2;0;0,005762729;2008;133k;1;2;3;2;0;0,035181672;2009;64q;1;1;3;2;0;0,035181672
1999,20;190;1;2;33;6;37;11,57955656;2000;190;1;2;33;6;37;11,57955656;2001;190;1;2;;;;;2002;190;1;2;;;;;2003;133l;1;2;;;;;2005;133l;1;2;;;;;2006;133l;1;2;1;2;0;0,002;2007;133l;1;2;3;2;0;0,035181672;2008;133l;1;2;4;3;0;0,07454295;2009;64r;1;1;;;;
1999,20;191;1;2;31;6;88;1,873549892;2000;191;1;2;34;6;50;9,934819326;2001;191;1;2;37,5;6;0;25,65970177;2002;191;1;2;35,5;6;40;13,34373005;2003;133m;1;2;;;;;2005;133m;1;2;;;;;2006;133m;1;2;0,5;2;0;0,000327598;2007;133m;1;2;1,5;2;0;0,005762729;2008;133m;1;2;;;;;2009;64s;1;1;;;;
1999,20;192;1;2;12;4;90;0,131127279;2000;192;1;2;11;4;60;0,417950544;2001;192;1;2;11;4;90;0,104487636;2002;192;1;2;5;3;90;0,013345711;2003;133n;1;2;;;;;2005;133n;1;2;;;;;2006;133n;1;2;0,5;2;0;0,000327598;2007;133n;1;2;1;2;0;0,002;2008;133n;1;2;;;;;2009;64t;1;1;;;;
1999,20;193;1;2;27;5;88;1,306383439;2000;193;1;2;27,5;5;60;4,568233748;2001;193;1;2;28;5;40;7,182302753;2002;193;1;2;27;5;40;6,531917194;2003;133ñ;1;2;;;;;2005;133ñ;1;2;;;;;2006;133ñ;1;2;0,5;2;0;0,000327598;2007;133ñ;1;2;2;2;0;0,012210074;2008;133ñ;1;2;;;;;2009;64u;1;1;6;3;0;0,214785401
1999,20;194;1;2;23,5;5;50;3,788672979;2000;194;1;2;23,5;5;50;3,788672979;2001;194;1;2;17;4;60;1,301852171;2002;194;1;2;21;5;60;2,259864221;2003;133o;1;2;;;;;2005;133o;1;2;;;;;2006;133o;1;2;0,5;2;0;0,000327598;2007;133o;1;2;;;;;2008;133o;1;2;;;;;2009;64w;1;1;6;3;0;0,214785401
1999,20;195;1;2;10;3;90;0,081476056;2000;195;1;2;10,5;4;80;0,185081948;2001;195;1;2;10,5;4;50;0,46270487;2002;195;1;2;8,5;3;70;0,159931734;2003;133p;1;2;;;;;2005;133p;1;2;;;;;2006;133p;1;2;2;2;0;0,012210074;2007;133p;1;2;3;2;0;0,035181672;2008;133p;1;2;;;;;2009;64y;1;1;;;;
1999,20;196;1;2;17;4;88;0,390555651;2000;196;1;2;20,5;5;75;1,32631775;2001;196;1;2;18;4;60;1,511301889;2002;196;1;2;23,5;5;50;3,788672979;2003;133q;1;2;;;;;2005;133q;1;2;;;;;2006;133q;1;2;;;;;2007;133q;1;2;2;2;0;0,012210074;2008;133q;1;2;;;;;2009;64z;1;1;4;3;0;0,07454295
1999,20;197;1;2;26;5;50;4,93265156;2000;197;1;2;26;5;50;4,93265156;2001;197;1;2;;;;;2002;197;1;2;;;;;2003;133r;1;2;;;;;2005;133r;1;2;;;;;2006;133r;1;2;;;;;2007;133r;1;2;;;;;2008;133r;1;2;4;3;0;0,07454295;2009;64aa;1;1;;;;
1999,20;198;1;2;52;7;66;20,47753324;2000;198;1;2;49;7;70;15,47259006;2001;198;1;2;;;;;2002;198;1;2;;;;;2003;134a;1;2;;;;;2005;134a;1;2;;;;;2006;134a;1;2;;;;;2007;134a;1;2;;;;;2008;134a;1;2;3;2;0;0,035181672;2009;64bb;1;1;;;;
1999,20;199;1;2;23;5;50;3,581868618;2000;199;1;2;23;5;50;3,581868618;2001;199;1;2;;;;;2002;199;1;2;;;;;2003;134b;1;2;;;;;2005;134b;1;2;;;;;2006;134b;1;2;;;;;2007;134b;1;2;;;;;2008;134b;1;2;2;2;0;0,012210074;2009;64cc;1;1;;;;
1999,20;200;1;2;6;3;0;0,214785401;2000;200;1;2;12;4;90;0,131127279;2001;200;1;2;12;4;100;;2002;200;1;2;;;;;2003;211;1;3;21;5;95;0,282483028;2005;211;1;3;15;4;60;0,939048824;2006;211;1;3;15;4;80;0,469524412;2007;211;1;3;12;4;90;0,131127279;2008;211;1;3;12;4;80;0,262254557;2009;64dd;1;1;;;;
1999,20;201;1;2;23;5;0;7,163737236;2000;201;1;2;23;5;0;7,163737236;2001;201;1;2;21;5;90;0,564966055;2002;201;1;2;20;4;90;0,49741432;2003;212;1;3;22;5;90;0,637900867;2005;212;1;3;7;3;95;0,016058534;2006;212;1;3;7;3;90;0,032117067;2007;212;1;3;8;3;10;0,409578707;2008;212;1;3;9,5;3;10;0,641403189;2009;64ee;1;1;;;;
1999,20;202;1;2;46;7;66;14,8698591;2000;202;1;2;40;6;20;24,29386199;2001;202;1;2;38;6;20;21,2498158;2002;202;1;2;34;6;40;11,92178319;2003;213;1;3;30;5;80;2,86646383;2005;213;1;3;20;4;90;0,49741432;2006;213;1;3;23;5;80;1,432747447;2007;213;1;3;22;5;60;2,551603469;2008;213;1;3;22;5;60;2,551603469;2009;64ff;1;1;5;3;0;0,133457107
1999,20;203;1;2;28;5;88;1,436460551;2000;203;1;2;23;5;100;;2001;203;1;2;19;4;100;;2002;203;1;2;18,5;4;95;0,202916896;2003;214;1;3;24;5;60;3,202147463;2005;214;1;3;19;4;70;1,305263365;2006;214;1;3;21;5;60;2,259864221;2007;214;1;3;23;5;40;4,298242342;2008;214;1;3;23;5;40;4,298242342;2009;64gg;1;1;4;3;0;0,07454295
1999,20;204;1;2;17;4;50;1,627315214;2000;204;1;2;15;4;0;2,34762206;2001;204;1;2;13;4;90;0,161592852;2002;204;1;2;10;3;90;0,081476056;2003;216;1;3;16;4;90;0,277832566;2005;216;1;3;19;4;90;0,435087788;2006;216;1;3;19;4;90;0,435087788;2007;216;1;3;19;4;80;0,870175577;2008;216;1;3;;;;;2009;64hh;1;1;;;;
1999,20;205;1;2;16;4;100;;2000;205;1;2;16;4;100;;2001;205;1;2;;;;;2002;205;1;2;;;;;2003;217;1;3;17;4;80;0,650926086;2005;217;1;3;8;3;60;0,182034981;2006;217;1;3;8;3;80;0,091017491;2007;217;1;3;8;3;60;0,182034981;2008;217;1;3;;;;;2009;64ii;1;1;3;2;0;0,035181672
1999,20;206;1;2;43;7;88;4,401127101;2000;206;1;2;40;6;75;7,591831872;2001;206;1;2;40;6;80;6,073465498;2002;206;1;2;35;6;80;4,286250878;2003;219;1;3;17,5;4;0;3,510421799;2005;219;1;3;11;4;0;1,044876361;2006;219;1;3;9;3;0;0,618875008;2007;219;1;3;9,5;3;0;0,71267021;2008;219;1;3;9,5;3;;0,71267021;2009;64jj;1;1;5;3;0;0,133457107
1999,20;207;1;2;42;7;88;4,138966293;2000;207;1;2;39;6;90;2,842553321;2001;207;1;2;12;4;95;0,065563639;2002;207;1;2;10;3;90;0,081476056;2003;221;1;3;12;4;99;0,013112728;2005;221;1;3;11;4;99;0,010448764;2006;221;1;3;8;3;80;0,091017491;2007;221;1;3;9;3;50;0,309437504;2008;221;1;3;9;3;;0,618875008;2009;64kk;1;1;1,5;2;0;0,005762729
1999,20;208;1;2;21;5;80;1,12993211;2000;208;1;2;25;5;95;0,445269987;2001;208;1;2;15;4;100;;2002;208;1;2;11,5;4;100;;2003;228;1;3;13;4;60;0,646371407;2005;228;1;3;14;4;10;1,764682904;2006;228;1;3;14;4;10;1,764682904;2007;228;1;3;17;4;5;3,091898907;2008;228;1;3;19;4;0;4,350877884;2009;64ll;1;1;;;;
1999,20;209;1;2;25;5;88;1,068647968;2000;209;1;2;23;5;95;0,358186862;2001;209;1;2;23;5;99;0,071637372;2002;209;1;2;12;4;95;0,065563639;2003;229;1;3;13;4;80;0,323185703;2005;229;1;3;14;4;50;0,980379391;2006;229;1;3;;;;;2007;229;1;3;;;;;2008;229;1;3;;;;;2009;64mm;1;1;3;2;0;0,035181672
1999,20;210;1;2;43;7;88;4,401127101;2000;210;1;2;43;7;45;20,17183254;2001;210;1;2;43;7;40;22,0056355;2002;210;1;2;43,5;7;20;30,23966275;2003;236;1;3;27;5;60;4,354611463;2005;236;1;3;23;5;40;4,298242342;2006;236;1;3;23;5;50;3,581868618;2007;236;1;3;26;5;60;3,946121248;2008;236;1;3;20;4;60;1,989657282;2009;65c;1;1;;;;
1999,20;211;1;3;36;6;15;19,60642662;2000;211;1;3;30;5;80;2,86646383;2001;211;1;3;32,5;6;40;10,59733878;2002;211;1;3;21;5;95;0,282483028;2003;237;1;3;28;5;80;2,394100918;2005;237;1;3;23;5;90;0,716373724;2006;237;1;3;14;4;90;0,196075878;2007;237;1;3;19;4;20;3,480702307;2008;237;1;3;21;5;40;3,389796331;2009;65d;1;1;4;3;0;0,07454295
1999,20;212;1;3;23;5;80;1,432747447;2000;212;1;3;15;4;100;;2001;212;1;3;21;5;99;0,056496606;2002;212;1;3;22;5;99;0,063790087;2003;238;1;3;23;5;20;5,730989789;2005;238;1;3;23,5;5;10;6,819611362;2006;238;1;3;17;4;0;3,254630428;2007;238;1;3;19;4;60;1,740351154;2008;238;1;3;21;5;60;2,259864221;2009;65f;1;1;14;4;0;1,960758782
1999,20;213;1;3;33;6;88;2,20562982;2000;213;1;3;34;6;90;1,986963865;2001;213;1;3;29;5;80;2,623727733;2002;213;1;3;26;5;90;0,986530312;2003;240;1;3;19;4;100;;2005;240;1;3;16;4;100;;2006;240;1;3;15;4;100;;2007;240;1;3;14;4;100;;2008;240;1;3;14;4;100;;2009;65h;1;1;12;4;0;1,311272786
1999,20;214;1;3;24;5;90;0,800536866;2000;214;1;3;22;5;100;;2001;214;1;3;25;5;90;0,890539973;2002;214;1;3;24;5;90;0,800536866;2003;241;1;3;23;5;60;2,865494894;2005;241;1;3;24;5;50;4,002684329;2006;241;1;3;23;5;60;2,865494894;2007;241;1;3;24;5;50;4,002684329;2008;241;1;3;24;5;50;4,002684329;2009;65i;1;1;16;4;0;2,778325663
1999,20;215;1;3;32;6;80;3,392356102;2000;215;1;3;32;6;80;3,392356102;2001;215;1;3;;;;;2002;215;1;3;;;;;2003;242;1;3;35;6;30;15,00187807;2005;242;1;3;35;6;20;17,14500351;2006;242;1;3;35;6;40;12,85875263;2007;242;1;3;34;6;60;7,947855461;2008;242;1;3;34;6;30;13,90874706;2009;65j;1;1;;;;
1999,20;216;1;3;20;4;88;0,596897185;2000;216;1;3;16;4;70;0,833497699;2001;216;1;3;20;4;55;2,238364442;2002;216;1;3;15;4;90;0,234762206;2003;243;1;3;39,5;6;50;14,69326866;2005;243;1;3;41;7;10;29,14998738;2006;243;1;3;41;7;20;25,9110999;2007;243;1;3;43;7;20;29,34084734;2008;243;1;3;40;6;30;21,25712924;2009;65l;1;1;9;3;0;0,618875008
1999,20;217;1;3;22;5;60;2,551603469;2000;217;1;3;21;5;80;1,12993211;2001;217;1;3;21;5;85;0,847449083;2002;217;1;3;17;4;70;0,976389129;2003;246;1;3;29;5;10;11,8067748;2005;246;1;3;30;5;10;12,89908724;2006;246;1;3;31;6;10;14,05162419;2007;246;1;3;31;6;20;12,49033261;2008;246;1;3;32;6;5;16,11369149;2009;65m;1;1;4;3;0;0,07454295
1999,20;218;1;3;21;5;12;4,971701286;2000;218;1;3;;;;;2001;218;1;3;;;;;2002;218;1;3;;;;;2003;247;1;3;35;6;20;17,14500351;2005;247;1;3;39;6;30;19,89787325;2006;247;1;3;39;6;40;17,05531993;2007;247;1;3;39;6;40;17,05531993;2008;247;1;3;30;5;5;13,61570319;2009;65n;1;1;;;;
1999,20;219;1;3;12;4;90;0,131127279;2000;219;1;3;13;4;90;0,161592852;2001;219;1;3;9;3;10;0,556987508;2002;219;1;3;12;4;10;1,180145507;2003;248;1;3;46;7;60;17,49395188;2005;248;1;3;34;6;30;13,90874706;2006;248;1;3;34;6;60;7,947855461;2007;248;1;3;35;6;60;8,572501756;2008;248;1;3;28;5;30;8,379353212;2009;65o;1;1;;;;
1999,20;220;1;3;12;4;90;0,131127279;2000;220;1;3;13;4;90;0,161592852;2001;220;1;3;;;;;2002;220;1;3;;;;;2003;249;1;3;27,5;5;30;7,99440906;2005;249;1;3;29;5;60;5,247455466;2006;249;1;3;24;5;80;1,601073731;2007;249;1;3;25;5;60;3,562159894;2008;249;1;3;29;5;30;9,183047065;2009;65p;1;1;3;2;0;0,035181672
1999,20;221;1;3;12;4;88;0,157352734;2000;221;1;3;13;4;90;0,161592852;2001;221;1;3;12;4;100;;2002;221;1;3;12;4;100;;2003;250;1;3;19;4;10;3,915790096;2005;250;1;3;23;5;10;6,447363513;2006;250;1;3;25;5;20;7,124319787;2007;250;1;3;25;5;40;5,343239841;2008;250;1;3;24;5;15;6,804563359;2009;65q;1;1;2;2;0;0,012210074
1999,20;222;1;3;14;4;88;0,235291054;2000;222;1;3;13;4;90;0,161592852;2001;222;1;3;11;4;100;;2002;222;1;3;;;;;2003;251;1;3;23,5;5;60;3,030938383;2005;251;1;3;;;;;2006;251;1;3;;;;;2007;251;1;3;;;;;2008;251;1;3;;;;;2009;65r;1;1;;;;
1999,20;223;1;3;25;5;88;1,068647968;2000;223;1;3;;;;;2001;223;1;3;;;;;2002;223;1;3;;;;;2003;252;1;3;27;5;0;10,88652866;2005;252;1;3;29;5;0;13,11863866;2006;252;1;3;29;5;60;5,247455466;2007;252;1;3;25;5;60;3,562159894;2008;252;1;3;;;;;2009;65s;1;1;;;;
1999,20;224;1;3;17;4;37;2,05041717;2000;224;1;3;;;;;2001;224;1;3;;;;;2002;224;1;3;;;;;2003;253;1;3;16;4;40;1,666995398;2005;253;1;3;16;4;20;2,22266053;2006;253;1;3;;;;;2007;253;1;3;;;;;2008;253;1;3;;;;;2009;65t;1;1;5;3;0;0,133457107
1999,20;225;1;3;20;4;88;0,596897185;2000;225;1;3;22;5;90;0,637900867;2001;225;1;3;;;;;2002;225;1;3;;;;;2003;255;1;3;16;4;20;2,22266053;2005;255;1;3;18;4;0;3,778254724;2006;255;1;3;19,5;4;20;3,724863122;2007;255;1;3;20;4;20;3,979314564;2008;255;1;3;21;5;10;5,084694497;2009;65u;1;1;;;;
1999,20;226;1;3;20;4;88;0,596897185;2000;226;1;3;12;4;100;;2001;226;1;3;;;;;2002;226;1;3;;;;;2003;258;1;3;20,5;5;20;4,244216799;2005;258;1;3;17;4;50;1,627315214;2006;258;1;3;18;4;40;2,266952834;2007;258;1;3;18;4;10;3,400429251;2008;258;1;3;19;4;0;4,350877884;2009;64v;1;1;3,5;3;0;0,052607491
1999,20;227;1;3;19;4;90;0,435087788;2000;227;1;3;22;5;90;0,637900867;2001;227;1;3;;;;;2002;227;1;3;;;;;2003;260;1;3;36;6;80;4,613276853;2005;260;1;3;34;6;60;7,947855461;2006;260;1;3;31;6;80;3,122583153;2007;260;1;3;18;4;20;3,022603779;2008;260;1;3;19;4;20;3,480702307;2009;67a;1;1;12;4;0;1,311272786
1999,20;228;1;3;25;5;88;1,068647968;2000;228;1;3;22;5;100;;2001;228;1;3;13,5;4;80;0,356640884;2002;228;1;3;13;4;0;1,615928517;2003;262;1;3;15;4;100;;2005;262;1;3;14;4;100;;2006;262;1;3;;;;;2007;262;1;3;;;;;2008;262;1;3;;;;;2009;67b;1;1;12;4;0;1,311272786
1999,20;229;1;3;16;4;100;;2000;229;1;3;10;3;100;;2001;229;1;3;11;4;75;0,26121909;2002;229;1;3;12;4;55;0,590072753;2003;263;1;3;29;5;100;;2005;263;1;3;21;5;100;;2006;263;1;3;21;5;100;;2007;263;1;3;21;5;100;;2008;263;1;3;22;5;100;;2009;67c;1;1;;;;
1999,20;230;1;3;16;4;88;0,33339908;2000;230;1;3;;;;;2001;230;1;3;;;;;2002;230;1;3;;;;;2003;267;1;3;29;5;95;0,655931933;2005;267;1;3;22;5;50;3,189504336;2006;267;1;3;22;5;50;3,189504336;2007;267;1;3;20;4;50;2,487071602;2008;267;1;3;23;5;50;3,581868618;2009;67d;1;1;;;;
1999,20;231;1;3;31;6;88;1,873549892;2000;231;1;3;20;4;100;;2001;231;1;3;;;;;2002;231;1;3;;;;;2003;269;1;3;21;5;80;1,12993211;2005;269;1;3;16;4;100;;2006;269;1;3;16;4;100;;2007;269;1;3;;;;;2008;269;1;3;;;;;2009;67e;1;1;;;;
1999,20;232;1;3;36;6;88;2,767966112;2000;232;1;3;;;;;2001;232;1;3;;;;;2002;232;1;3;;;;;2003;270;1;3;21;5;60;2,259864221;2005;270;1;3;24;5;40;4,803221194;2006;270;1;3;;;;;2007;270;1;3;;;;;2008;270;1;3;;;;;2009;67f;1;1;18;4;0;3,778254724
1999,20;233;1;3;29;5;88;1,57423664;2000;233;1;3;33;6;70;5,51407455;2001;233;1;3;;;;;2002;233;1;3;;;;;2003;271;1;3;21;5;80;1,12993211;2005;271;1;3;21,5;5;50;3,003754126;2006;271;1;3;18;4;80;0,755650945;2007;271;1;3;22;5;70;1,913702602;2008;271;1;3;17;4;80;0,650926086;2009;67g;1;1;16;4;0;2,778325663
1999,20;234;1;3;37;6;88;2,973156305;2000;234;1;3;25;5;90;0,890539973;2001;234;1;3;27;5;50;5,443264328;2002;234;1;3;23;5;75;1,790934309;2003;272;1;3;23,5;5;60;3,030938383;2005;272;1;3;15,5;4;0;2,557382729;2006;272;1;3;15;4;20;1,878097648;2007;272;1;3;23,5;5;40;4,546407574;2008;272;1;3;24;5;50;4,002684329;2009;67h;1;1;;;;
1999,20;235;1;3;27;5;88;1,306383439;2000;235;1;3;;;;;2001;235;1;3;;;;;2002;235;1;3;;;;;2003;273;1;3;32;6;15;14,41751344;2005;273;1;3;26;5;90;0,986530312;2006;273;1;3;23;5;100;;2007;273;1;3;23;5;100;;2008;273;1;3;23;5;100;;2009;67i;1;1;;;;
1999,20;236;1;3;29;5;88;1,57423664;2000;236;1;3;32;6;60;6,784712205;2001;236;1;3;27;5;60;4,354611463;2002;236;1;3;29,5;5;60;5,48687983;2003;135a;1;3;7;3;20;0,256936537;2005;135a;1;3;7;3;95;0,016058534;2006;135a;1;3;7;3;90;0,032117067;2007;135a;1;3;8;3;10;0,409578707;2008;135a;1;3;8;3;60;0,182034981;2009;67j;1;1;;;;
1999,20;237;1;3;36;6;88;2,767966112;2000;237;1;3;32;6;60;6,784712205;2001;237;1;3;31;6;60;6,245166306;2002;237;1;3;28;5;60;4,788201836;2003;135b;1;3;2;2;30;0,008547052;2005;135b;1;3;;;;;2006;135b;1;3;;;;;2007;135b;1;3;;;;;2008;135b;1;3;;;;;2009;67k;1;1;;;;
1999,20;238;1;3;31,5;6;88;1,953447695;2000;238;1;3;34;6;80;3,973927731;2001;238;1;3;22;5;30;4,465306071;2002;238;1;3;22;5;15;5,422157372;2003;135;1;3;9;3;40;0,371325005;2005;135;1;3;9;3;10;0,556987508;2006;135;1;3;11;4;10;0,940388725;2007;135;1;3;12;4;10;1,180145507;2008;135;1;3;15;4;5;2,230240957;2009;67l;1;1;;;;
